中文,英文
冻雨,freezing rain
独立性检验,independence test
对流参数化郭氏方案,Kuo’s convective scheme
对流层,troposphere
对流层臭氧,tropospheric ozone
对流加热,convective heating
对流模式,convection model
对流凝结高度,"convective condensation level, CCL"
对流稳定性,convective stability
对照区,control area
盾状云,shield cloud
多波段图像,"multi-spectral image, MSI"
多层模式,multi level model
气象仪器,meteorological instrument
气象因子,meteorological factor
气象灾害,meteorological disaster
气象噪声,meteorological noise
气压场,pressure field
气压订正,barometric correction
气压堆,pressure dome
气压计,barograph
气压开关,baroswitch
气压倾向,pressure tendency
气压梯度,pressure gradient
切应力,shearing stress
侵蚀[作用],erosion
晴,clear
晴天电场,fair weather electric field
球面调和函数,spherical harmonics
球面坐标系,"spherical coordinates, spherical coordinate system"
球形天空辐射表,ball pyranometer
球载反射器,balloon borne reflector
区域模式,regional model
区域平均雨量,area mean rainfall
区域气候,regional climate
区域性污染,regional pollution
区域预报,regional forecast
曲率项,curvature term
曲率效应,curvature effect
去季节化（消去季节性变化）,deseasonalizing
权重函数,weight function
权重因子,weighting factor
全方位能见度,all round visibility
全球能量水循环实验,"Global Energy and Water Cycle Experiment, GEWEX"
全球气候,global climate
全球气候系统,global climate system
燃烧核,combustion nucleus
热层,thermosphere
热成风,thermal wind
热成风方程,thermal wind equation
热带云团,tropical cloud cluster
盛行风,prevailing wind
热力图解,thermodynamic diagram
热力湍流,thermal turbulence
热力学,thermodynamics
热力学第二定律,second law of thermodynamics
热力学方程,thermodynamic equation
热流,thermal current
热流量方程,heat flow equation
热敏电阻,thermistor
热敏电阻风速表,thermistor anemometer
热通量矢量,heat flux vector
热污染,calefaction
人工控制天气,weather control
人机对话数据存取系统,"Man-Computer Interactive Data Access  System, McIDAS"
日地物理学,solar-terrestrial physics
日气辉,dayglow
日射表,insolameter
荣格[气溶胶]层,Junge layer
荣格谱,Junge size distribution
容量订正,capacity correction
三圈[经向]环流,three cell [meridional] circulation
双程衰,two way attenuation
上升运动,ascending motion
上曳气流,updraught
设计暴雨,design torrential rain
设计洪水,design flood
摄动,perturbation
摄动,perturbation
生物地球化学,biogeochemistry
生物地球化学循环,biogeochemical cycle
生物多样性,biodiversity
生物反馈,biofeedback
生物工程[学],bioengineering
生物气候图,bioclimatograph
生物温度,biotemperature
剩余大气,residual atmosphere
施瓦茨恰尔德方程,Schwarzchild equation
湿沉降,wet deposition
湿度,humidity
湿度表,hygrometer
湿度场,humidity field
湿度反演,humidity retrieval
湿霾,damp haze
湿气溶胶,aqueous aerosol
湿球位温,wet bulb potential temperature
时段叠加法,superposed-epoch method
时间常数,time constant
时间尺度,time scale
时间导数,time derivative
时间分辨率,time resolution
时间分裂积分,time splitting integral
时间高度剖面图,time height [cross]-section
时间归一法,time normalization
时间滤波,time filtering
食（日 月）,eclipse
矢量场,vector field
矢量乘积,vector product
矢量方程,vector equation
矢量函数,vector function
输出信号,output signal
双阶谱,bispectrum
水平风切变,horizontal wind shear
水平风矢量,horizontal wind vector
水平混合,horizontal mixing
水平面,level
水平能见度,horizontal visibility
水平散度,horizontal divergence
水汽[守恒]方程,moisture [conservation] equation
水汽压温度表,vapor pressure thermometer
水银温度表,mercury thermometer
水银柱唧动,pumping
卫星探测,satellite sounding
卫星探测反演,inversion of satellite sounding
卫星云迹风,satellite derived wind
位，比特,bit
位矢,position vector
位势不稳定,potential instability
位势高度,geopotential height
位势米,geopotential meter
位势涡度，位涡,potential vorticity
位移长度,displacement length
温[度]滞[后],thermal hysteresis
温标,temperature scale
温带,temperate zone
温带冰川,temperate glacier
温带冬雨气候,temperate climate with winter rain
温带多雨气候,temperate rainy climate
温度反演,temperature retrieval
温度计,thermograph
涡动切应力,eddy shearing stress
涡动热通量,eddy heat flux
涡动通量,eddy flux
涡度通量,vorticity flux
涡管,vortex tube
涡街,vortex street
涡列,vortex train
无霜期,duration of frost-free period
无线电测风,radio wind finding
物候关系,phenological relation
物候观测,phenological observation
物候季节,phenological season
物候历,phenological calendar
物候模拟,phenological simulation
物候谱,phenological spectrum
雾凇冰，粗冰,rime ice
吸收湿度计,absorption hygrometer
吸收因子,absorption factor
吸引子，引子,attractor
息火山，静火山,dormant volcano
细胞状云,cell cloud
细胞状云型,cellular cloud pattern
下现蜃景,lower mirage
下曳气流，下沉气流,downdraught
夏干温暖气候,warm climate with dry summer
夏季风,summer monsoon
夏雾,summer fog
先进微波探测装置,"advanced microwave sounding unit, AMSU"
显著性,significance
显著性检验,significance test
线性相关,linear correlation
相关函数,correlation function
相关系数,correlation coefficient
响应函数,response function
向上全辐射,upward total radiation
向上热量输送,upward heat transport
向外长波辐射,"outgoing longwave radiation, OLR"
向下大气辐射,downward atmospherical radiation
向下辐射,downward radiation
消光系数,extinction coefficient
消转时间,spindown time
消转效应,spindown effect
小尺度系统,microscale [weather] system
小气候测量,microclimatic measurement
小气候观测,microclimatic observation
小气候热岛,microclimatic heat island
小气候学,microclimatology
虚拟[资料]，人造[站]资料,bogus data
悬浮颗粒物,suspended particulate
悬浮物,suspended matter
旋转雷诺数,rotating Reynolds number
选择吸附,selective adsorption
雪原气候,snow climate
雪灾,snow damage
循环,recursion
汛期,flood period
压高公式,barometric height formula
延伸预报,extended forecast
严冰,winter ice
严寒,severe cold
叶温,leaf temperature
衣着指数,clothing index
医疗气象学,medical meteorology
仪器,apparatus
异常传播,abnormal propagation
异常的，距平的,anomalous
迎风差分,upwind difference
迎风差格式,upstream scheme
影带,shadow band
应力张量,stress tensor
永久积雪,firn snow cover
永久积雪作用,firnification
优势周期,preferred period
预报图,forecast chart
预报因子,predictor
预报准确率,forecast accuracy
原生大气,primordial atmosphere
原始误差,original error
原始资料,primary data
原则,principle
远月潮,apogean tide
月华,lunar corona
月际变率,inter-monthly variability
月平均等值线(主要指气温而言),isomenal
多季性陆地结冰,taryn
多年冻土,pergelisol
多普勒谱宽度,Doppler spread
恶劣天气,severe weather
恶劣天气警报,severe weather warning
鄂霍次克海高压,Okhotsk high
二分点,Equinoxes
反气旋环流,anticyclonic circulation
反气旋切变,anticyclonic shear
反气旋生成,anticyclogenesis
反信风,antitrade
放射性沉降,radioactive fallout
飞机卫星数据中继,aircraft-to-satellite data relay
非绝热过程,diabatic process
非绝热加热,diabatic heating
非均匀性,inhomogeneity
分压［力］,partial pressure
［分］支点,branching point
焚风墙,foehn wall
丰水年,high flow year
风玫瑰［图］,wind rose
风能,wind energy
风能玫瑰［图］,wind energy rose
风能密度,wind energy density
风切变,wind shear
风生表面热交换,"wind-induced surface heat exchange, WISHE"
风生海流,wind-generated current
风速计,anemograph
风速廓线,wind speed profile
风速脉动,wind velocity fluctuation
风向,wind direction
风向量,wind vector
风向逆转,wind reversal
风向切变,directional shear
风应力,wind stress
风应力旋度,wind stress curl
风振,wind induced oscillation
风阻影响,windage effect
辐射逆温,radiation inversion
辐射平衡,radiation balance
辐射平衡表,radiation balance meter
复卷云,"cirrus duplicatus , Ci du"
复相关,multiple correlation
复相关系数,multiple correlation coefficient
复杂［黑子］群,complex group
副极地冰川,subpolar glacier
副极地低压,subpolar low
概率分布,probability distribution
概率模式,probability model
概率评分,probability score
概率预报,probability forecast
干旱带,arid zone
干旱带水文学,arid-zone hydrology
干旱频率,drought frequency
干旱气候,arid climate
干季,dry season
干洁气柱辐射率,clear column radiance
干绝热过程,dry adiabatic process
干绝热直减率,dry adiabatic lapse rate
干球温度,dry-bulb temperature
干球温度表,dry-bulb thermometer
干热风,dry-hot wind
感热,sensible heat
感热通量,sensible heat flux
高差表,cathetometer
国际云图,international cloud atlas
国家标准气压表,national standard barometer
过湿气候,perhumid climate
过稳定性,overstability
哈得来环流［圈］,Hadley cell
哈得来域,Hadley regime
海岸带,coastal zone
海岸效应,coastal effect
海平面气压,sea level pressure
［海平面］气压换算,pressure reduction
海洋环流模式,"oceanic general circulation model, OGCM"
海洋气雾团,marine air fog
海洋气象,oceanic meteorology
海洋气象学,marine meteorology
海洋卫星,"Sea satellite, SEASAT"
海洋物理,oceanophysics
海洋性气候,maritime climate
亥姆霍兹不稳定,Helmholtz instability
含灰空气,ash air
含水层,aquifer
含水量,"liquid water content, LWC"
Г函数,gamma function
航空气象电码,aviation meteorological code
航空气象服务,aviation meteorological service
航空气象观测,aviation meteorological observation
航空气象学,aeronautical meteorology
航空天气订正预报,amendment of aviation weather forecast
云,cloud
云[层]分析,nephanalysis
云[底]高[度]指示器,cloud height indicator
云催化剂,seeding agent
云带,cloud band
云的人工影响,cloud modification
云微物理学,cloud microphysics
云物理学,cloud physics
云系,cloud system
云线,cloud line
长波辐射,long-wave radiation
长波调整,adjustment of long-wave
长浪,swell
长期平均,period average
长期预报,long-range forecast
折射系数,refraction coefficient
振荡,oscillation
振荡级数,oscillation series
振荡体,oscillating body
整体里查森数,bulk Richardson number
植物气候学,phytoclimatology
质谱仪,mass spectrometer
致死临界温度,zero point
滞后时间,lag time
中尺度气候学,mesoclimatology
中积云,"cumulus mediocris, Cu med"
中间层,mesosphere
中间层顶,mesopause
中新世,Miocene Epoch
中性层,neutrosphere
中性层顶,neutropause
中性气旋,neutral cyclone
重力内波,internal gravity wave
周期倍,period doubling
昼风，日风,day breeze
昼长,daylength
槽线,trough line
动量方程,momentum equation
对流云,convective cloud
准周期性,quasi-periodic
纵波,longitudinal wave
纵风,range wind
阻尼振荡,damped oscillation
最大蒸发量,evaporation capacity
