中文,英文
被压木,suppressed tree
庇护所,refuge
濒危野生动植物种国际贸易公约,Convention on International Trade in Endangered Species of Wild Fauna and Flora
表观比重,apparent specific gravity
比重,specific gravity
冰川湖,glacial lake
单配制,monogamy
冰雪植物区系,nival flora
生态报复,ecological boomerang
生态流,ecological flow
世界自然保护联盟红皮书,IUCN Red Data Book
生态岛,ecological island
生命表,life table
适应型,ecad
生命网,web of life
生态分布,ecological distribution
生态变异,ecological variation
生态地理学,ecological geography
生态年龄,ecological age
生态圈,ecosphere
世界种 广布种,cosmopolitan species
生物地球化学,biogeochemistry
生态系统多样性,ecosystem diversity
生物地理区,biotic province
乔木层,tree layer
浅沼泽,pocosin
生物监测,biological monitoring
生态位转移,niche shift
生物多样性信息学,biodiversity informatics
生态通道模型,ecopath model
趋同,convergence　
乔丹律,Jordan's rule
生物地理群落,biogeocoenosis
潜在蒸发,potential evaporation
亲缘系数,coefficient of relationship
生态系统,ecosystem
趋异适应,cladogenic adaptation
异养型湖泊,heterotrophic lake
生物型,biotype
异时种,allochronic species
随遇种,indifferent species
蚁盗,synechthran
异位生物修复,ex situ bioremediation
生物谱,biological spectrum
生物统计学,biostatistics
生物平衡,biotic balance
生物经济学,bioeconomics
生物量,biomass
碎屑食性摄食,detritus feeding
蚁布植物,myrmecochore
生物整体性 生物完整性,biological integrity
蚁播,myrmecochory
异系配合 异系交配,exogamy
遗传资源的获取与共享,access and benefit sharing of genetic resources
石质土,lithosol
湿润系数,moisture coefficient
食菌甲诱醇,sulcatol
食虫植物,carnivorous plant
生育力,fertility
生长率,growth rate
实测密度 现存密度,actual density
食果动物,frugivorous animal
湿度,humidity
湿地公园,wetland park
时间尺度,temporal scale
生殖力,fecundity
时间结构,temporal structure
生物宗,biological race
食底泥动物,deposit feeder
食泥者,ilyotrophe
食料微生物比,food-to-microorganism ratio
湿地,wetland
土壤群落,edaphic community
生态系统与生物多样性经济学,The Economics of Ecosystems and Biodiversity
土壤改良,soil amelioration
拓殖曲线,colonization curve
外代谢产物,extrametabolite
生态遗传学,ecological genetics
土壤含水量,soil water content
生态系统组分,components of ecosystem
土壤发生演替,edaphogenic succession
实际生态位,realized niche
生态效率,ecological efficiency
外寄生,ectoparasitism
食虫动物,insectivore
土壤毛管水,soil capillary water
土壤生物,geobiont
食草,grazing
树篱,hedgerow
树冠级,crown class
树高曲线,height curve
水层生物,pelagos
受体,recipient
易火生态系统,fire-prone ecosystem
树高比,tree height ratio
小型浮游生物,microplankton
数量性状,quantitative character
水边低沙丘群落,foredune community
双重泊松分布,double Poisson distribution
受精,fetilization
水分饱和亏缺,water saturation deficit
数值分类,numerical classification
水分平衡,water balance
狩猎动物,game animal
数量遗传,quantitative inheritance
异质性系数,coefficient of heterogeneity
遗传同类群,genodeme
树上附生植物,epiphyta arboricosa
疏林,open forest
狩猎牧场 供猎牧场,game pasture
易地保护 异地保育,ex situ conservation
顺序雌雄同体,sequential hermaphrodite
水平基因转移,horizontal gene transfer
水生群落,aquatic community
顺应,accommodation
水域生态系统 水生生态系统,aquatic ecosystem
夏眠 夏蛰,aestivation
先占效应,preoccupation effect
先锋植物,pioneer plant
水解[作用],hydrolysis
下木层,undergrowth
瞬时出生率,instantaneous birth rate
水俣病,Minamata disease
水土保持,water and soil conservation
水平生命表,horizontal life table
生殖对策,reproductive strategy
显花植物,anthophyte
细川线,Hosokawa's line
斯金纳箱,Skinner box
夏绿灌木群落,aestatifruticeta
水质监测,water-quality monitoring
限制酶,restriction enzyme
微[观]进化,microevolution
外温性,ectothermy
限制性片段长度多态性,restriction fragment length polymorphism
硝化作用,nitrification
相对生长速率,relative growth rate
外源适应,exoadaptation
相对密度,relative density
相关图分析 序列相关分析,correlogram analysis
消耗战,war of attrition
往返迁移,return migration
外养生物,ectotroph
小气候 微气候,microclimate
相对频率,relative frequency
消费者-资源相互作用,consumer-resource interaction
相互作用者,coactor
微量营养物,micronutrient
微量元素,microelement
向碱性,alkaliotropism
镶嵌性,mosaic
向冷性 向低温性,cryotropism
透光伐,cleaning
堰塞盆地,dammed basin
养分循环 营养物循环,nutrient cycle
氧化亚氮 笑气,nitrous oxide
样本,sample
眼斑,eye spot
透光带 真光带 透光层,photic zone
围蛹,coarctate pupa
沿海渔业,coastal fishery
透性,permeability
阳离子交换量,cation exchange capacity
沿海沙漠,coastal desert
淹水灌溉,flood irrigation
氧化还原电位,redox potential
叶重比,leaf weight ratio
遗传冲刷 遗传侵蚀,genetic erosion
野生生物保护区系统,wildlife refuge system
羽化诱器 羽化期捕捉器,emergence trap
有机废物,organic refuse
应压木 压缩木,compression wood
营养生成层,trophogenic zone
雨林,rain forest
叶面积比,leaf area ratio
椰子林,coconut palm grove
硬叶木本群落,durilignosa
诱导响应,inducible response
育嗣行为,epimeletic behavior
影响种,influent species
一雄多雌制,polygyny
屋顶花园,roof garden
无灰干重,ash-free dry weight
稳定型种群,stable population
污水生物 腐生生物,saprobia
萎蔫湿度,wilting moisture
稳定植物群落,stable phytocoenosium
萎蔫点,wilting point
无机营养,lithotrophy
无光带 无光层,aphotic zone
温带林,temperate forest
污泥处理,sludge treatment
卫生填埋,sanitary landfill
温暖指数,warmth index
污染物,pollutant
污着生物,fouling organism
无节幼体,nauplius larva
稳态,homeostasis
污染水平,pollution level
温室气体,greenhouse gas
污水处理场,sewage farm
郁闭群落 密闭群落,closed community
物种多度曲线 物种丰度曲线,species-abundance curve
植物地理带,phytogeographical zone
植物挥发物,plant volatile
物种多样性指数,index of species diversity
微型浮游生物,nanno planleton
植物区系区划,floristic division
微型底栖生物,microbenthos
微型[底栖]动物,nannofauna
谐波分析,harmonic analysis
微型藻类,microalgae
微演替,micro-succession
土地利用规划,land-use planning
植物区,floral kingdom
植物群系,plant formation
新特有种,neo-endemic species
DNA微阵列,DNA microarray
植物毒性,phytotoxicity
微型游泳生物,micronekton
无样地取样,plotless sampling
物种相似性,species similarity
行为二态性 行为二态现象,behavioral dimorphism
悬浮物,suspended substance
有丝分裂,mitosis
性比,sex ratio
性二态,sexual dimorphism
选型育种,assortative breeding
有效降水量比值,precipitation- effectiveness ratio
有效累积日照量,effective accumulative insolation
行为隔离,ethological isolation
雄性不育释放技术,sterile-male release technique
羞捕性,trap shyness
选择差,selection differential
休眠型,dormancy form
有效渔获量,effectiveness of fishing
序批式反应器,sequencing batch reactor
性内选择,intrasexual selection
性内竞争,homosexual competition
性别转变,sex change
有机碳库,organic carbon pool
形态种,morphological species
月积温,monthly cumulative temperature
云雾林带,cloud forest belt
循环经济,circular economy
暂时寄生,temporary parasitism
杂合基因型,heterozygous genotype
专性需氧菌,obligate aerobe
亚高山植物区系,subalpine flora
造礁珊瑚,hermatypic coral
幼虫龄,larval instar
云雾林,cloud forest
循环库,cycling pool
装死,death-feigning
再补充,restocking
杂交育种,cross breeding
约束方程,constraint equation
越冬一年生植物,hibernal annual plant
幼态延续,neoteny
灾变,catastrophe
幼树,sapling
针叶树,conifer
稀释计数,dilution count
真沿岸带,eulittoral zone
蒸发计,evaporimeter
蒸发,evaporation
沼泽草本群落,emersiherbosa
雾雨 树雨,fog drip
拯救效应,rescue effect
吸收[光谱]带,absorption band
正态分布,normal distribution
吸收根,absorbing root
植被图 植物群落分布图,vegetation map
枝状地衣,fruticose lichen
植被连续体概念,vegetational continuum concept
照度,illumination
真社会性,eusociality
小演替系列,microsere
政府间气候变化专门委员会,Intergovemmental Panel on Climate Change
整群抽样,cluster sampling
直接计数,direct count
永[久]冻土 多年冻土,permafrost
营巢植物密度,density of nest plant
体核温度,core temperature
优势树木层,dominant tree layer
藤壶区,balanus zone
游泳生物 自游生物,nekton
永久萎蔫,permanent wilting
天然公园 自然公园,natural park
营巢领域,nesting territory
优势木,dominant tree
鹰-鸽模型,Hawk-Dove model
碳库,carbon pool
微生态学,microecology
拥挤效应,crowding effect
特有种,endemic species
永久样方,permanent quadrat
碳循环,carbon cycle
体内共生,entoekie
特异反应假说,idiosyncratic response hypothesis
特定出生率,specific natality
永久萎蔫百分率,permanent wilting percentage
太阳辐射,solar radiation
随机模型,stochastic model
同时雌雄同体,simultaneous hermaphrodite
同源多倍体,autopolyploid
习惯化,habituation
同生群世代时间,cohort generation time
随机分布,random distribution
同域种,sympatric species
随机化区组,randomized block
调和型生物区系,harmonic biota
酸度,acidity
调节学说,regulation theory
同化[作用],assimilation
同塑性,homoplasy
同化效率,assimilation efficiency
同配生殖,homogamy
同步化,synchronization
同质性系数,coefficient of homogeneity
盐生演替系列,halosere
盐生生物,halobios
盐生灌木,salt bush
亚沿岸区,sublittoral region
自然选择,natural selection
自布植物,autochore
自交不亲和性,self-incompatibility
远交,outbreeding
中型实验生态系,mesocosm
中位数,median
中度干扰假说,intermediate disturbance hypothesis
终生浮游生物 永久性浮游生物,holopelagic plankton
总产率,gross production rate
指数因子,exponential factor
指数增长 马尔萨斯增长,exponential growth
最适模型,optimality model
棕壤,brown soil
中生植物,mesophyte
制约过程,conditioning process
志留纪,Silurian period
致死因子,mortality factor
中部渐深海底带,mesobathyal zone
最小可生存种群 最小存活种群,minimum viable population
中新世,Miocene Epoch
最小样方面积,minimum quadrat area
自运节律,free-running rhythm
中型生物群,mesobiota
致死温度,lethal temperature
滞后性,hysteresis
阻碍素,deterrent
周期性,periodicity
侏罗纪,Jurassic period
种间合作,interspecific cooperation
